Zip,Median,Pop,Zipcode
57259,"52,098",505,57259
57260,"36,446","1,093",57260
57261,"38,288",321,57261
57262,"34,917","4,963",57262
57263,"56,226",450,57263
57264,"54,432",219,57264
57265,"52,739",225,57265
57266,"44,970",607,57266
57268,"46,026",443,57268
57269,"49,611",413,57269
57270,"40,891",904,57270
57271,"43,975",247,57271
57272,"57,338",173,57272
57273,"36,493","1,316",57273
57274,"35,891","2,813",57274
57276,"52,170","1,178",57276
57278,"43,894",748,57278
57279,"43,557","1,058",57279
57301,"41,701","18,375",57301
57311,"45,842","1,616",57311
57312,"42,852",516,57312
57313,"41,622","1,128",57313
57314,"44,732",734,57314
57315,"36,603",987,57315
57317,"34,482",526,57317
57319,"41,813","1,003",57319
57321,"43,992",388,57321
57322,"48,731",296,57322
57323,"43,958",215,57323
57324,"50,024",383,57324
57325,"46,539","3,054",57325
57328,"42,794","1,134",57328
57329,"31,361",258,57329
57330,"40,016",625,57330
57331,"47,918",459,57331
57332,"45,309",730,57332
57334,"53,928",895,57334
57335,"34,482",244,57335
57337,"43,958",140,57337
57339,"27,926","1,525",57339
57340,"46,468",355,57340
57341,"27,926",151,57341
57342,"41,149",558,57342
57344,"42,794",155,57344
57345,"41,196","1,238",57345
57346,"41,196",68,57346
57348,"47,708",527,57348
57349,"43,958","1,493",57349
57350,"40,866","14,534",57350
57353,"47,343",829,57353
57355,"50,168","1,352",57355
57356,"29,583","1,993",57356
57358,"40,607",34,57358
57359,"46,087",649,57359
57361,"29,583",198,57361
57362,"44,006","2,149",57362
57363,"56,573","1,003",57363
57364,"42,794",56,57364
57365,"40,573",522,57365
57366,"46,346","2,228",57366
57367,"29,583",210,57367
57368,"45,230","1,226",57368
57369,"44,009","2,495",57369
57370,"46,500",814,57370
57371,"46,737",234,57371
57373,"44,527",437,57373
57374,"43,140",343,57374
57375,"45,230",647,57375
57376,"39,203","1,010",57376
57379,"46,471",84,57379
57380,"31,055","3,470",57380
57381,"46,590",490,57381
57382,"40,755","1,591",57382
57383,"45,276",732,57383
57384,"46,471",839,57384
57385,"44,360","1,221",57385
57386,"50,024",209,57386
57401,"43,834","30,061",57401
57420,"42,305",75,57420
57421,"41,023",88,57421
57422,"39,048",235,57422
57424,"49,820",291,57424
57426,"48,683",63,57426
57427,"50,326",620,57427
57428,"42,077",710,57428
57429,"50,600",94,57429
57430,"41,023","2,243",57430
57432,"45,833",465,57432
57433,"48,683",383,57433
57434,"52,196",566,57434
57435,"39,753",247,57435
57436,"50,600",384,57436
57437,"32,983","1,286",57437
57438,"38,203","1,580",57438
57439,"57,781",52,57439
57440,"50,588",612,57440
57441,"48,683",607,57441
57442,"42,366","1,664",57442
57445,"56,932","2,068",57445
57446,"48,683",472,57446
57448,"40,074",348,57448
57449,"48,683",146,57449
57450,"42,402",672,57450
57451,"48,836","2,293",57451
57452,"42,444",278,57452
57454,"40,825",558,57454
57455,"42,422",96,57455
57456,"33,650",862,57456
57457,"31,923",90,57457
57460,"53,735",365,57460
57461,"50,321",392,57461
57465,"47,088",371,57465
57466,"39,073",124,57466
57467,"44,377",293,57467
57468,"39,048",247,57468
57469,"40,355","3,305",57469
57470,"42,082",143,57470
57471,"42,316",674,57471
57472,"42,305",953,57472
57473,"39,278",161,57473
57474,"57,781",197,57474
57475,"42,289",160,57475
57476,"49,827",463,57476
57477,"50,600",117,57477
57479,"57,781",666,57479
57481,"42,967",598,57481
57501,"52,266","16,309",57501
57520,"48,958",153,57520
57521,"37,556",167,57521
57522,"56,779",463,57522
57523,"34,263","1,094",57523
57528,"42,500",748,57528
57529,"37,012",395,57529
57531,"49,464",228,57531
57532,"51,815","2,835",57532
57533,"33,787","1,900",57533
57534,"42,500",183,57534
57536,"56,379",469,57536
57537,"51,875",83,57537
57538,"34,482",322,57538
57540,"41,196",106,57540
57541,"42,500",167,57541
57543,"38,330",870,57543
57544,"38,999",419,57544
57547,"35,612",139,57547
57548,"29,000","1,380",57548
57551,"31,379","2,279",57551
57552,"46,917",554,57552
57553,"46,281",153,57553
57555,"35,185","3,834",57555
57559,"49,464",638,57559
57560,"34,276",436,57560
57562,"49,464",98,57562
57563,"36,071",240,57563
57564,"48,896",995,57564
57566,"34,337","1,060",57566
57567,"45,653","1,406",57567
57568,"40,573",689,57568
57569,"39,455",445,57569
57570,"23,247","2,064",57570
57571,"34,482",14,57571
57572,"23,247","1,847",57572
57574,"41,467",104,57574
57576,"40,922",204,57576
57577,"35,651","1,211",57577
57579,"34,055","1,330",57579
57580,"39,242","4,449",57580
57584,"42,500",125,57584
57585,"34,055",226,57585
57601,"38,533","4,003",57601
57620,"33,361",515,57620
57621,"31,750",378,57621
57622,"27,578",318,57622
57623,"27,578","1,042",57623
57625,"25,430","4,230",57625
57626,"34,656",971,57626
57630,"40,847",32,57630
57631,"42,473",361,57631
57632,"42,833",634,57632
57633,"36,431",414,57633
57634,"31,750",115,57634
57636,"40,847",164,57636
57638,"69,270","1,986",57638
57639,"31,750",371,57639
57640,"33,361",176,57640
57641,"64,076",313,57641
57642,"57,450","1,976",57642
57644,"32,154",335,57644
57645,"68,247",213,57645
57646,"42,833",199,57646
57648,"78,448",349,57648
57649,"33,631",217,57649
57650,"34,792",29,57650
57651,"34,792",115,57651
57652,"40,847",402,57652
57656,"40,444",723,57656
57657,"34,560",203,57657
57658,"30,195",446,57658
57660,"67,151",97,57660
57661,"40,847",88,57661
57701,"38,754","43,462",57701
57702,"63,338","32,980",57702
57703,"51,919","14,205",57703
57706,"42,493","2,903",57706
57714,"41,467",872,57714
57716,"21,678",486,57716
57717,"42,231","8,007",57717
57718,"53,083","6,307",57718
57719,"46,236","6,217",57719
57720,"34,792",651,57720
57722,"43,043",283,57722
57724,"70,495",226,57724
57725,"48,526",162,57725
57730,"44,130","5,315",57730
57732,"51,108","1,979",57732
57735,"42,569","1,327",57735
57738,"48,958",170,57738
57741,"53,333",63,57741
57744,"47,245","2,238",57744
57745,"52,016","2,109",57745
57747,"35,406","5,870",57747
57748,"30,101",318,57748
57750,"36,933",295,57750
57751,"70,034",844,57751
57752,"19,527","2,245",57752
57754,"41,679","3,793",57754
57755,"34,792",116,57755
57756,"22,931","1,126",57756
57758,"36,836",200,57758
57759,"41,214",546,57759
57760,"34,383","1,353",57760
57761,"46,363","1,210",57761
57762,"34,375",531,57762
57763,"41,250",282,57763
57764,"24,487","1,923",57764
57766,"41,250",237,57766
57767,"44,664",149,57767
57769,"52,675","3,515",57769
57770,"31,113","5,271",57770
57772,"18,916","2,048",57772
57773,"48,958",133,57773
57775,"47,002",230,57775
57776,"34,792",15,57776
57779,"55,859",333,57779
57780,"48,526",102,57780
57782,"41,250",61,57782
57783,"42,256","14,290",57783
57785,"41,116","9,377",57785
57787,"37,244",365,57787
57788,"37,996",485,57788
57790,"48,526","1,111",57790
57791,"43,775",190,57791
57792,"37,244",129,57792
57793,"55,169","1,913",57793
57794,"20,888",644,57794
57799,"49,098",660,57799
58001,"54,453",53,58001
58002,"60,978",20,58002
58004,"59,140",274,58004
58005,"65,931",491,58005
58006,"62,679",505,58006
58007,"56,462",131,58007
58008,"52,710",265,58008
58009,"49,185",106,58009
58011,"52,983",422,58011
58012,"58,426","2,050",58012
58013,"49,643",166,58013
58015,"54,453",303,58015
58016,"47,602",183,58016
58017,"49,307",435,58017
58018,"54,643",362,58018
58021,"68,824",454,58021
58027,"45,129","1,491",58027
58029,"62,679",158,58029
58030,"55,375",755,58030
58031,"53,588",491,58031
58032,"49,597",761,58032
58033,"55,667",401,58033
58035,"50,256",341,58035
58036,"62,679",332,58036
58038,"58,840",355,58038
58040,"49,079",912,58040
58041,"43,502","1,785",58041
58042,"77,360","1,220",58042
58043,"49,643",209,58043
58045,"41,086","2,287",58045
58046,"44,766",680,58046
58047,"68,726","2,843",58047
58048,"61,890",513,58048
58049,"54,119",372,58049
58051,"65,747","1,378",58051
58052,"62,576",613,58052
58053,"43,416","1,332",58053
58054,"48,146","3,357",58054
58056,"47,754",189,58056
58057,"47,985",169,58057
58058,"42,708",127,58058
58059,"72,977","1,037",58059
58060,"48,551","1,477",58060
58061,"53,106",417,58061
58062,"54,409",196,58062
58063,"53,990",362,58063
58064,"52,779",504,58064
58065,"53,990",29,58065
58067,"49,643",339,58067
58068,"41,063",379,58068
58069,"49,512",152,58069
58071,"53,148",409,58071
58072,"39,773","8,316",58072
58075,"45,462","9,993",58075
58076,"46,028",488,58076
58077,"54,466",693,58077
58078,"55,871","15,953",58078
58079,"56,503",528,58079
58081,"53,391","1,027",58081
58102,"42,432","30,121",58102
58103,"40,347","46,859",58103
58104,"68,220","14,341",58104
58105,"24,750","1,762",58105
58201,"48,814","32,537",58201
58202,"20,680","1,726",58202
58203,"34,891","16,947",58203
58204,"55,052","4,739",58204
58205,"55,052",93,58205
58210,"46,161",453,58210
58212,"40,227",609,58212
58214,"54,066",379,58214
58216,"55,556",170,58216
58218,"50,729",749,58218
58219,"49,185",35,58219
58220,"46,628","2,689",58220
58222,"43,726",369,58222
58223,"50,400",253,58223
58224,"39,071",54,58224
58225,"107,482","1,272",58225
58227,"45,935",577,58227
58228,"60,577","1,065",58228
58229,"47,978",170,58229
58230,"44,191",751,58230
58231,"53,527",559,58231
58233,"53,857",351,58233
58235,"57,530",480,58235
58237,"42,363","5,858",58237
58238,"54,090",209,58238
58239,"57,479",86,58239
58240,"50,741","1,292",58240
58241,"43,726",165,58241
58243,"53,155",617,58243
58244,"57,530",287,58244
58249,"43,402","2,944",58249
58250,"46,161",335,58250
58251,"54,077","2,139",58251
58254,"39,071",665,58254
58256,"57,530",949,58256
58257,"43,747","2,337",58257
58258,"57,042",291,58258
58259,"39,071",544,58259
58260,"57,479",239,58260
58261,"53,165","1,247",58261
58262,"43,726",179,58262
58265,"52,669",630,58265
58266,"51,798",249,58266
58267,"58,457","1,560",58267
58269,"57,479",266,58269
58270,"44,781","2,099",58270
58271,"55,556",788,58271
58272,"39,071",338,58272
58273,"53,688",283,58273
58274,"44,636","1,054",58274
58275,"58,556",779,58275
58276,"51,628",676,58276
58277,"44,191",228,58277
58278,"64,432","1,859",58278
58281,"57,479",150,58281
58282,"43,471","1,597",58282
58301,"39,923","9,905",58301
58311,"57,479",129,58311
58316,"26,636","6,303",58316
58317,"43,684",325,58317
58318,"37,988","3,876",58318
58321,"49,911",179,58321
58323,"57,479",65,58323
58324,"43,684","1,614",58324
58325,"49,316",208,58325
58327,"54,181",411,58327
58329,"31,285","3,162",58329
58330,"54,181",459,58330
58331,"43,684",175,58331
58332,"34,628",426,58332
58335,"20,214","1,557",58335
58338,"54,909",136,58338
58339,"43,684",46,58339
58341,"36,392","2,963",58341
58343,"33,942",133,58343
58344,"39,299","1,058",58344
58345,"52,001",206,58345
58346,"34,277",756,58346
58348,"34,596",962,58348
58351,"25,646",580,58351
58352,"56,764",560,58352
58353,"35,625",165,58353
58355,"57,479",111,58355
58356,"38,544","1,955",58356
58357,"20,214",318,58357
58361,"39,071",223,58361
58362,"54,181",109,58362
58363,"42,719",117,58363
58365,"43,684",468,58365
58366,"35,625","1,076",58366
58367,"29,407","1,843",58367
58368,"36,777","4,043",58368
58369,"30,318","1,140",58369
58370,"32,364","1,345",58370
58372,"52,242",137,58372
58374,"35,703",665,58374
58377,"53,928",419,58377
58379,"32,446",271,58379
58380,"38,629",478,58380
58381,"33,906",408,58381
58382,"54,181",225,58382
58384,"37,209",724,58384
58385,"32,901",253,58385
58386,"33,712",161,58386
58401,"42,641","17,829",58401
58402,"42,163",143,58402
58405,"39,369",112,58405
58413,"35,351","1,393",58413
58415,"42,305",150,58415
58416,"40,085",497,58416
58418,"41,121",429,58418
58420,"57,204",330,58420
58421,"41,306","3,125",58421
58422,"41,336",258,58422
58423,"40,273",100,58423
58424,"48,231",355,58424
58425,"40,085","1,538",58425
58426,"57,204",245,58426
58428,"34,250",268,58428
58429,"53,390",365,58429
58430,"37,727",115,58430
58431,"42,305",154,58431
58433,"42,726","1,238",58433
58436,"32,948","2,158",58436
58438,"41,336",822,58438
58439,"82,775",346,58439
58440,"39,472",223,58440
58441,"50,852",443,58441
58442,"42,208",567,58442
58443,"41,066",274,58443
58444,"37,727",308,58444
58445,"40,657",156,58445
58448,"40,085",408,58448
58451,"41,336",244,58451
58452,"40,085",15,58452
58454,"43,538",397,58454
58455,"53,494",361,58455
58456,"42,871",644,58456
58458,"50,815","1,499",58458
58460,"37,821",286,58460
58461,"53,381",498,58461
58463,"37,727",772,58463
58464,"39,936",315,58464
58466,"47,282",405,58466
58467,"47,495",682,58467
58472,"45,679",488,58472
58474,"39,041","2,845",58474
58475,"35,095",190,58475
58476,"57,204",298,58476
58477,"54,926",152,58477
58478,"34,250",189,58478
58479,"53,650",231,58479
58480,"53,650",367,58480
58481,"55,178",293,58481
58482,"34,250","1,070",58482
58483,"45,067",374,58483
58484,"40,264",93,58484
58486,"42,525",347,58486
58487,"34,250",511,58487
58488,"34,250",325,58488
58490,"53,140",336,58490
58492,"53,039",537,58492
58494,"54,926",366,58494
58495,"35,380","1,522",58495
58496,"57,204",236,58496
58497,"47,616",367,58497
58501,"43,423","27,089",58501
58503,"69,119","16,533",58503
58504,"54,808","22,651",58504
58520,"39,128",266,58520
58521,"61,272",507,58521
58523,"59,105","3,740",58523
58524,"35,340",134,58524
58528,"32,326",780,58528
58529,"39,500",793,58529
58530,"62,308","1,310",58530
58531,"52,713",346,58531
58532,"53,777",322,58532
58533,"39,500","1,010",58533
58535,"58,343",672,58535
58538,"27,188","2,237",58538
58540,"46,019","2,279",58540
58541,"54,484",385,58541
58542,"35,615",395,58542
58544,"35,615",583,58544
58545,"64,298","3,574",58545
58549,"38,185",259,58549
58552,"35,615","2,124",58552
58554,"51,751","20,253",58554
58558,"59,063",704,58558
58559,"54,251",250,58559
58560,"59,063",172,58560
58561,"41,741","1,227",58561
58562,"39,385",537,58562
58563,"45,137","2,110",58563
58564,"39,500",136,58564
58565,"60,405",283,58565
58566,"62,112",178,58566
58568,"31,789",564,58568
58569,"39,500",115,58569
58570,"47,473",426,58570
58571,"55,532",597,58571
58572,"59,063",354,58572
58573,"35,615",922,58573
58575,"47,486",951,58575
58576,"59,901","1,030",58576
58577,"60,405","1,804",58577
58579,"57,976","1,281",58579
58580,"54,484",431,58580
58581,"34,904",355,58581
58601,"50,256","19,240",58601
58620,"43,936",160,58620
58621,"33,333","1,326",58621
58622,"44,640","1,639",58622
58623,"79,681","2,342",58623
58625,"49,316",237,58625
58626,"48,707",256,58626
58627,"51,923",171,58627
58630,"53,543",568,58630
58631,"39,366","1,281",58631
58632,"33,333",224,58632
58634,"58,463",229,58634
58636,"48,951",804,58636
58638,"40,191","1,098",58638
58639,"35,966","1,932",58639
58640,"48,707","1,228",58640
58641,"48,257",104,58641
58642,"48,937",322,58642
58643,"44,607",190,58643
58645,"51,280",231,58645
58646,"39,087","1,300",58646
58647,"39,618","1,092",58647
58649,"71,222",409,58649
58650,"37,967",482,58650
58651,"51,122",516,58651
58652,"40,647","1,097",58652
58653,"86,942",654,58653
58654,"33,481",347,58654
58655,"42,806",505,58655
58656,"42,318",381,58656
58701,"44,597","24,691",58701
58703,"51,140","20,588",58703
58704,"50,022","4,848",58704
58705,"50,022",97,58705
58707,"41,250",442,58707
58710,"38,459",569,58710
58711,"44,970",223,58711
58712,"38,600",174,58712
58713,"34,795",41,58713
58716,"48,692",129,58716
58718,"56,975",981,58718
58721,"50,781",604,58721
58722,"57,408","1,523",58722
58723,"42,734",315,58723
58725,"49,944",325,58725
58727,"50,800",341,58727
58730,"48,152","1,346",58730
58731,"39,656",382,58731
58733,"57,500",447,58733
58734,"54,183",331,58734
58735,"53,219",362,58735
58736,"38,512",568,58736
58737,"50,800",167,58737
58740,"52,922",691,58740
58741,"35,028",604,58741
58744,"38,600",217,58744
58746,"50,093","1,660",58746
58748,"38,909",182,58748
58750,"45,826",550,58750
58752,"50,800",241,58752
58755,"47,437",133,58755
58756,"57,816",249,58756
58757,"36,410",791,58757
58758,"38,297",297,58758
58759,"52,161",761,58759
58760,"44,970",285,58760
58761,"49,136","1,175",58761
58762,"44,395",248,58762
58763,"40,441","2,920",58763
58765,"48,152",302,58765
58768,"49,244",300,58768
58769,"64,890",239,58769
58770,"60,530","1,278",58770
58771,"63,042",475,58771
58772,"50,800",157,58772
58773,"52,997",744,58773
58775,"46,019",351,58775
58776,"64,890",217,58776
58778,"45,130",167,58778
58779,"52,642",442,58779
58781,"64,167",711,58781
58782,"49,315",500,58782
58783,"39,123",410,58783
58784,"64,687","1,731",58784
58785,"63,825","1,081",58785
58787,"49,583",160,58787
58788,"34,843","1,250",58788
58789,"35,075",364,58789
58790,"39,955","1,565",58790
58792,"38,600",279,58792
58793,"44,970",762,58793
58794,"64,890",135,58794
58795,"47,075",252,58795
58801,"54,983","15,914",58801
58830,"47,182",230,58830
58831,"51,819",456,58831
58833,"48,152",93,58833
58835,"58,346",299,58835
58838,"51,635",187,58838
58843,"57,439",338,58843
58844,"48,152",195,58844
58845,"53,573",345,58845
58847,"59,265",232,58847
58849,"56,951",821,58849
58852,"49,404","1,615",58852
58853,"54,904",339,58853
58854,"53,698","2,452",58854
58856,"51,731",130,58856
59001,"53,704","1,616",59001
59002,"77,179",179,59002
59003,"38,989","1,210",59003
59006,"35,926",846,59006
59007,"53,000",121,59007
59008,"53,634",382,59008
59010,"13,329",47,59010
59011,"43,723","2,983",59011
59012,"39,708",202,59012
59013,"53,091",137,59013
59014,"47,192","1,405",59014
59015,"69,694",437,59015
59016,"34,004",954,59016
59018,"44,917",633,59018
59019,"60,933","3,367",59019
59020,"50,625",132,59020
59022,"42,896","1,807",59022
59024,"35,716",379,59024
59025,"33,864",81,59025
59026,"45,689",165,59026
59027,"45,980",639,59027
59028,"53,221",450,59028
59029,"47,221",802,59029
59030,"49,602","1,358",59030
59031,"42,898",295,59031
59032,"40,422",369,59032
59033,"43,723",288,59033
59034,"35,395","5,075",59034
59035,"38,750",220,59035
59036,"30,321","1,537",59036
59037,"46,200","1,470",59037
59038,"1,378",31,59038
59039,"40,075",34,59039
59041,"42,771","1,860",59041
59043,"35,867","2,855",59043
59044,"50,512","9,625",59044
59046,"35,754",412,59046
59047,"37,609","11,868",59047
59050,"39,930","1,807",59050
59052,"43,790",179,59052
59053,"31,150",374,59053
59054,"37,484",365,59054
59055,"43,723",75,59055
59057,"63,337",519,59057
59058,"42,955",45,59058
59059,"36,673",163,59059
59061,"53,221",357,59061
59062,"37,685",28,59062
59063,"56,411","1,656",59063
59064,"35,725",255,59064
59065,"47,120",138,59065
59066,"38,750",682,59066
59067,"56,411",251,59067
59068,"52,455","3,453",59068
59069,"53,242",428,59069
59070,"56,044",817,59070
59071,"58,906",112,59071
59072,"37,122","3,940",59072
59074,"35,726",628,59074
59075,"38,750",372,59075
59077,"42,955",79,59077
59078,"30,697",158,59078
59079,"65,884","3,073",59079
59081,"50,625",25,59081
59082,"44,088",28,59082
59085,"30,321",112,59085
59086,"45,550",795,59086
59088,"35,926","1,209",59088
59089,"39,931",422,59089
59101,"40,495","36,227",59101
59102,"51,516","44,605",59102
59105,"59,035","23,349",59105
59106,"86,429","7,731",59106
59201,"45,065","5,074",59201
59211,"39,080",164,59211
59212,"48,235",347,59212
59213,"32,126",736,59213
59214,"48,167",137,59214
59215,"47,959","1,250",59215
59217,"60,030",85,59217
59218,"45,942","1,040",59218
59219,"43,819",249,59219
59221,"98,052","1,549",59221
59222,"38,125",256,59222
59223,"53,227",324,59223
59225,"49,571",625,59225
59226,"45,392",455,59226
59230,"42,123","4,595",59230
59231,"49,571",181,59231
59240,"53,542",27,59240
59241,"53,413",432,59241
59242,"43,819",95,59242
59243,"58,907",394,59243
59244,"51,221",77,59244
59247,"43,819",377,59247
59248,"50,656",842,59248
59250,"53,542",259,59250
59252,"37,500",182,59252
59253,"38,125",158,59253
59254,"37,575","2,369",59254
59255,"30,534","3,678",59255
59256,"37,500",67,59256
59257,"37,500",87,59257
59258,"41,623",142,59258
59259,"46,022",410,59259
59260,"48,622",164,59260
59261,"38,001",563,59261
59262,"59,130",671,59262
59263,"38,125","1,482",59263
59270,"104,646","7,249",59270
59274,"48,167",251,59274
59275,"90,926",458,59275
59276,"38,125",80,59276
59301,"38,674","11,381",59301
59311,"35,703",202,59311
59312,"42,955",45,59312
59313,"52,529","2,418",59313
59314,"37,685",126,59314
59315,"43,688",170,59315
59317,"37,685","1,238",59317
59318,"42,955",119,59318
59322,"42,955",105,59322
59323,"73,076","2,435",59323
59324,"35,703",943,59324
59326,"35,296",264,59326
59327,"40,752","2,968",59327
59330,"51,676","8,346",59330
59332,"35,703",151,59332
59333,"43,500",47,59333
59336,"46,288",233,59336
59337,"42,955",864,59337
59338,"44,359",120,59338
59339,"43,688",129,59339
59343,"37,685",80,59343
59344,"52,529",330,59344
59347,"41,817",353,59347
59349,"35,198",939,59349
59351,"38,972",223,59351
59353,"40,417","1,068",59353
59354,"52,529",33,59354
59401,"36,720","14,361",59401
59404,"53,692","24,766",59404
59405,"39,070","31,648",59405
59410,"32,376",722,59410
59411,"49,879",508,59411
59412,"44,697","1,665",59412
59414,"42,143",914,59414
59416,"40,806",431,59416
59417,"34,525","7,330",59417
59418,"42,043",92,59418
59419,"35,230",177,59419
59420,"46,538",160,59420
59421,"54,898","2,013",59421
59422,"33,208","2,751",59422
59424,"42,789",95,59424
59425,"38,964","3,895",59425
59427,"43,662","4,876",59427
59430,"43,102",556,59430
59432,"31,607",115,59432
59433,"39,076",713,59433
59434,"53,901",522,59434
59436,"49,441","1,872",59436
59440,"44,775",172,59440
59441,"43,163",128,59441
59442,"45,823","1,978",59442
59443,"50,899",638,59443
59444,"42,537",240,59444
59446,"38,594",655,59446
59447,"41,473",298,59447
59448,"31,607",784,59448
59450,"38,594",522,59450
59451,"43,163",279,59451
59452,"41,473",561,59452
59453,"33,089",423,59453
59454,"46,583",237,59454
59456,"41,161",170,59456
59457,"35,879","9,162",59457
59460,"38,909",252,59460
59461,"40,212",34,59461
59462,"41,473",200,59462
59463,"44,663",190,59463
59464,"43,060",493,59464
59465,"44,697",95,59465
59466,"46,088",118,59466
59467,"34,164",239,59467
59468,"39,772",597,59468
59469,"41,473",168,59469
59471,"43,163",438,59471
59472,"44,697",621,59472
59474,"38,676","3,382",59474
59477,"51,647",541,59477
59479,"41,473",946,59479
59480,"44,697",541,59480
59482,"46,583",826,59482
59483,"51,627",512,59483
59484,"46,583",160,59484
59485,"51,627",725,59485
59486,"31,708","1,352",59486
59487,"51,188","1,217",59487
59489,"43,163",330,59489
59501,"43,584","13,247",59501
59520,"38,594","1,291",59520
59521,"38,555","2,850",59521
59522,"40,212","1,590",59522
59523,"42,767","2,610",59523
59524,"32,666",704,59524
59525,"37,457",320,59525
59526,"36,302","2,560",59526
59527,"27,292","1,019",59527
59528,"37,457",265,59528
59529,"37,596",183,59529
59530,"37,457",176,59530
59531,"40,126",354,59531
59532,"37,457",237,59532
59535,"42,773",73,59535
59537,"36,453",128,59537
59538,"36,453","3,170",59538
59540,"37,457",417,59540
59542,"37,596",220,59542
59544,"36,453",232,59544
59545,"40,212",49,59545
59546,"36,453",137,59546
59547,"42,773",40,59547
59601,"47,424","28,037",59601
59602,"54,233","18,534",59602
59631,"46,284",264,59631
59632,"46,102","1,907",59632
59633,"52,473",178,59633
59634,"79,849","3,968",59634
59635,"51,622","6,233",59635
59636,"71,750",54,59636
59638,"46,284",485,59638
59639,"31,787","1,319",59639
59640,"52,473",79,59640
59642,"31,577",55,59642
59643,"46,776",452,59643
59644,"40,868","3,399",59644
59645,"31,577","1,614",59645
59647,"46,776",274,59647
59648,"51,966",661,59648
59701,"38,929","33,613",59701
59703,"51,250",25,59703
59710,"39,327",325,59710
59711,"37,505","9,282",59711
59713,"40,265",239,59713
59714,"52,825","10,805",59714
59715,"45,936","29,675",59715
59716,"52,595",864,59716
59718,"57,874","16,916",59718
59720,"47,059",135,59720
59721,"40,604",374,59721
59722,"39,869","5,928",59722
59724,"35,725",155,59724
59725,"37,877","7,811",59725
59727,"47,054",216,59727
59728,"40,278",358,59728
59729,"47,059","1,769",59729
59730,"58,008","1,455",59730
59731,"40,192",180,59731
59732,"46,158",117,59732
59733,"40,278",121,59733
59735,"43,648",347,59735
59736,"34,327",147,59736
59739,"34,152",337,59739
59740,"45,656",367,59740
59741,"53,994","3,748",59741
59743,"50,402",176,59743
59745,"45,401",107,59745
59746,"46,985",79,59746
59747,"43,648",210,59747
59748,"51,250",158,59748
59749,"39,626","1,414",59749
59750,"51,250",286,59750
59751,"43,648",181,59751
59752,"43,599","2,790",59752
59754,"43,337",945,59754
59755,"39,327",169,59755
59756,"42,826",243,59756
59758,"43,482","1,673",59758
59759,"38,314","3,230",59759
59760,"43,058",308,59760
59761,"34,152",306,59761
59762,"35,849",225,59762
59801,"30,903","28,637",59801
59802,"43,526","16,829",59802
59803,"61,564","14,173",59803
59804,"52,542","7,428",59804
59808,"51,437","11,732",59808
59820,"54,842","1,218",59820
59821,"36,997","2,159",59821
59823,"44,459","1,438",59823
59824,"35,153","1,715",59824
59825,"46,327","2,440",59825
59826,"43,434",555,59826
59827,"31,514",311,59827
59828,"45,818","4,420",59828
59829,"34,138","2,720",59829
59830,"36,146",109,59830
59831,"21,353",448,59831
59832,"36,052",756,59832
59833,"55,092","4,909",59833
59834,"67,482","1,866",59834
59837,"36,052",268,59837
59840,"36,334","12,078",59840
59841,"60,625",740,59841
59842,"36,146",99,59842
59843,"40,278",242,59843
59844,"33,379",557,59844
59845,"23,576","1,176",59845
59846,"67,482","1,418",59846
59847,"95,899","5,061",59847
59848,"21,353",89,59848
59851,"47,174",197,59851
59853,"33,379",731,59853
59854,"40,278",259,59854
59855,"36,713",990,59855
59856,"31,750",359,59856
59858,"36,052","1,498",59858
59859,"31,172","2,949",59859
59860,"37,767","9,224",59860
59863,"33,990",122,59863
59864,"37,057","5,902",59864
59865,"34,061","2,894",59865
59866,"36,146",833,59866
59867,"36,146",47,59867
59868,"43,427","1,941",59868
59870,"44,956","8,327",59870
59871,"31,514",198,59871
59872,"38,332","2,169",59872
59873,"33,323","2,717",59873
59874,"33,379","1,269",59874
59875,"44,616","3,418",59875
59901,"44,573","39,068",59901
59910,"42,908",267,59910
59911,"50,909","6,990",59911
59912,"46,425","11,595",59912
59913,"39,009",708,59913
59914,"42,908",221,59914
59915,"42,908",279,59915
59916,"39,009",104,59916
59917,"37,636","3,530",59917
59918,"37,636",500,59918
59919,"39,009",929,59919
59920,"46,826","1,297",59920
59922,"59,288","1,830",59922
59923,"29,660","10,019",59923
59925,"46,826",788,59925
59926,"39,009",406,59926
59927,"39,009",311,59927
59928,"39,009",91,59928
59929,"49,621",176,59929
59930,"37,636",815,59930
59931,"48,603",253,59931
59932,"59,764","1,288",59932
59933,"37,636",44,59933
59934,"37,404",453,59934
59935,"33,409","3,268",59935
59936,"39,009",407,59936
59937,"46,981","11,300",59937
60002,"78,052","24,299",60002
60004,"78,326","50,582",60004
60005,"71,000","29,308",60005
60007,"67,971","33,820",60007
60008,"65,774","22,717",60008
60010,"117,974","43,960",60010
60012,"83,389","11,120",60012
60013,"96,455","26,872",60013
60014,"80,789","48,550",60014
60015,"123,609","26,800",60015
60016,"59,141","59,690",60016
60018,"52,862","30,099",60018
60020,"64,293","9,825",60020
60021,"87,958","5,545",60021
60022,"201,354","8,153",60022
60025,"97,539","39,105",60025
60026,"106,813","13,335",60026
60029,"157,708",482,60029
60030,"88,492","36,056",60030
60031,"88,432","37,947",60031
60033,"54,822","13,922",60033
60034,"74,794","2,040",60034
60035,"117,473","29,763",60035
60040,"71,595","5,431",60040
60041,"62,144","9,250",60041
60042,"73,356","8,547",60042
60043,"223,106","2,513",60043
60044,"116,250","9,792",60044
