Zip,Median,Pop,Zipcode
16669,"48,233","2,238",16669
16670,"41,317",27,16670
16671,"39,085",579,16671
16672,"37,543",295,16672
16673,"43,873","4,967",16673
16674,"37,845",768,16674
16677,"48,011",362,16677
16678,"37,401","2,906",16678
16679,"37,543",944,16679
16680,"39,085",443,16680
16682,"37,667",134,16682
16683,"53,000",436,16683
16685,"45,200",197,16685
16686,"43,882","13,668",16686
16689,"42,676",484,16689
16691,"42,676",345,16691
16692,"34,417",807,16692
16693,"40,706","4,326",16693
16694,"37,159",223,16694
16695,"38,613","1,098",16695
16701,"39,328","18,635",16701
16720,"40,625","1,389",16720
16724,"41,786",153,16724
16725,"42,111",167,16725
16726,"42,414",547,16726
16727,"46,278",237,16727
16728,"46,667",25,16728
16729,"41,910",851,16729
16730,"41,786",167,16730
16731,"41,910","3,030",16731
16732,"44,587",305,16732
16733,"45,637",251,16733
16734,"46,667",227,16734
16735,"37,417","6,816",16735
16738,"42,438","2,636",16738
16740,"45,637","1,229",16740
16743,"40,684","4,285",16743
16744,"46,128",342,16744
16745,"41,910",653,16745
16746,"40,314","1,391",16746
16748,"38,143","3,210",16748
16749,"42,016","4,412",16749
16750,"40,937",458,16750
16801,"38,739","36,978",16801
16802,"21,634","12,004",16802
16803,"53,660","19,315",16803
16820,"42,524","1,112",16820
16821,"40,280",250,16821
16822,"43,749","2,327",16822
16823,"45,300","21,618",16823
16825,"36,179",228,16825
16826,"46,250",479,16826
16827,"69,250","3,870",16827
16828,"55,380","4,069",16828
16829,"49,475",679,16829
16830,"34,883","14,278",16830
16832,"42,524",491,16832
16833,"34,084","5,461",16833
16834,"40,280",349,16834
16835,"52,316",238,16835
16836,"41,920","1,428",16836
16837,"33,092",188,16837
16838,"40,788","1,899",16838
16839,"40,280",455,16839
16840,"40,280",463,16840
16841,"48,161","5,096",16841
16843,"33,092",578,16843
16844,"52,316","2,565",16844
16845,"44,690","1,020",16845
16847,"40,280",324,16847
16848,"45,551",352,16848
16849,"40,280",424,16849
16851,"76,754",866,16851
16852,"42,524",295,16852
16853,"42,170",350,16853
16854,"42,524",802,16854
16855,"36,179",262,16855
16858,"40,208","3,820",16858
16859,"49,475",473,16859
16860,"43,831",418,16860
16861,"33,430",351,16861
16863,"36,033",767,16863
16865,"68,528","1,985",16865
16866,"38,848","8,782",16866
16868,"69,688",316,16868
16870,"69,287","5,366",16870
16871,"37,653",85,16871
16872,"42,532","1,225",16872
16874,"49,472","1,424",16874
16875,"52,611","3,448",16875
16876,"36,179",379,16876
16877,"68,585","1,659",16877
16878,"36,140","1,872",16878
16879,"40,280",391,16879
16881,"36,194","2,414",16881
16882,"42,524",296,16882
16901,"41,802","10,182",16901
16911,"45,822",311,16911
16912,"44,876","1,742",16912
16914,"42,181","2,404",16914
16915,"43,819","5,964",16915
16917,"38,876","1,407",16917
16920,"36,675","1,975",16920
16921,"47,143",524,16921
16922,"36,107","2,116",16922
16923,"37,202","1,416",16923
16925,"41,226","3,593",16925
16926,"43,008",794,16926
16927,"37,206",698,16927
16928,"36,205","1,393",16928
16929,"41,206","2,337",16929
16930,"37,972","1,140",16930
16932,"39,121",695,16932
16933,"35,342","7,156",16933
16935,"42,232","1,281",16935
16936,"41,304","2,411",16936
16937,"37,206",206,16937
16938,"38,066",795,16938
16939,"39,121",277,16939
16940,"36,675",313,16940
16941,"37,206",80,16941
16942,"36,664",892,16942
16943,"40,711",563,16943
16946,"41,751","2,505",16946
16947,"38,489","4,977",16947
16948,"37,158","1,731",16948
16950,"37,435","3,293",16950
17002,"36,871",761,17002
17003,"58,348","10,938",17003
17004,"36,246","4,883",17004
17005,"44,205",330,17005
17006,"45,491","1,021",17006
17007,"75,510","5,211",17007
17009,"36,648","2,113",17009
17010,"75,913",111,17010
17011,"55,467","30,455",17011
17013,"54,128","32,528",17013
17015,"62,960","19,037",17015
17016,"68,872",773,17016
17017,"46,540","1,637",17017
17018,"63,429","4,271",17018
17019,"65,853","15,386",17019
17020,"53,385","8,601",17020
17021,"34,764","1,024",17021
17022,"57,048","26,901",17022
17023,"48,913","3,049",17023
17024,"53,428","1,789",17024
17025,"60,322","13,475",17025
17026,"55,283","2,929",17026
17027,"39,925",344,17027
17028,"57,111","3,807",17028
17029,"34,426",370,17029
17030,"44,205",713,17030
17032,"56,331","7,694",17032
17033,"62,220","15,054",17033
17034,"40,236","2,697",17034
17035,"34,169",766,17035
17036,"73,187","18,768",17036
17037,"49,808",989,17037
17038,"54,644","6,569",17038
17039,"56,797",45,17039
17040,"53,996","2,484",17040
17041,"75,913",192,17041
17042,"53,430","33,724",17042
17043,"48,912","5,497",17043
17044,"33,428","21,542",17044
17045,"48,983","3,322",17045
17046,"46,064","28,286",17046
17047,"47,803","2,333",17047
17048,"45,697","3,686",17048
17049,"45,979","3,194",17049
17050,"83,689","27,008",17050
17051,"40,211","4,451",17051
17052,"44,782","1,700",17052
17053,"58,304","4,753",17053
17055,"60,501","30,704",17055
17056,"47,675",96,17056
17057,"56,319","21,757",17057
17058,"40,631","1,782",17058
17059,"45,779","6,953",17059
17060,"43,750","1,250",17060
17061,"47,911","6,866",17061
17062,"49,310","3,821",17062
17063,"41,170","3,439",17063
17064,"63,318",706,17064
17065,"59,692","3,646",17065
17066,"33,278","5,402",17066
17067,"52,151","12,761",17067
17068,"58,440","3,918",17068
17069,"62,045",123,17069
17070,"64,084","14,741",17070
17071,"45,491",158,17071
17072,"76,034",78,17072
17073,"56,151","4,006",17073
17074,"46,475","7,236",17074
17075,"40,492",163,17075
17076,"45,696",29,17076
17077,"57,381",3,17077
17078,"60,669","17,762",17078
17080,"44,205",301,17080
17081,"57,054",351,17081
17082,"41,976","3,167",17082
17083,"60,764",101,17083
17084,"45,553","3,956",17084
17086,"46,658","2,362",17086
17087,"57,043","2,712",17087
17088,"56,797",870,17088
17090,"57,711","5,031",17090
17093,"58,803",874,17093
17094,"47,711","2,302",17094
17097,"45,505",890,17097
17098,"44,106","2,583",17098
17099,"39,934","1,178",17099
17101,"28,896","2,016",17101
17102,"32,336","7,911",17102
17103,"33,073","11,676",17103
17104,"26,748","20,306",17104
17109,"51,200","23,380",17109
17110,"56,921","22,283",17110
17111,"58,890","27,395",17111
17112,"71,199","30,078",17112
17113,"39,075","10,700",17113
17201,"41,307","22,097",17201
17202,"54,059","25,368",17202
17210,"45,114",266,17210
17211,"42,820",365,17211
17212,"45,658",744,17212
17213,"49,792",622,17213
17214,"52,466","1,053",17214
17215,"45,917",314,17215
17217,"45,114",94,17217
17219,"45,114",356,17219
17220,"45,114",488,17220
17221,"45,114",572,17221
17222,"55,279","8,734",17222
17223,"42,676",341,17223
17224,"49,082","1,678",17224
17225,"57,171","16,025",17225
17228,"42,676","1,042",17228
17229,"42,445","1,356",17229
17233,"42,216","4,811",17233
17235,"60,881",629,17235
17236,"54,908","7,778",17236
17237,"48,083","1,789",17237
17238,"50,909","1,664",17238
17239,"49,792",216,17239
17240,"54,124","3,085",17240
17241,"54,078","11,471",17241
17243,"39,749","1,361",17243
17244,"51,366","2,251",17244
17246,"51,270",187,17246
17247,"48,083",25,17247
17249,"40,491",395,17249
17250,"51,645",13,17250
17251,"51,270",110,17251
17252,"50,552","3,489",17252
17253,"40,491",312,17253
17254,"53,699",86,17254
17255,"49,454","1,075",17255
17256,"62,861",29,17256
17257,"45,249","23,467",17257
17260,"36,180","1,309",17260
17261,"48,083",49,17261
17262,"45,114","1,307",17262
17263,"62,576",488,17263
17264,"40,594","2,243",17264
17265,"51,246",496,17265
17266,"57,122",581,17266
17267,"50,438","2,618",17267
17268,"50,076","25,497",17268
17270,"50,516",83,17270
17271,"45,114",380,17271
17272,"62,047",49,17272
17301,"59,555","3,605",17301
17302,"59,212","2,896",17302
17304,"52,562","2,718",17304
17306,"52,731",299,17306
17307,"53,833","5,580",17307
17309,"64,693","2,095",17309
17311,"61,315",219,17311
17313,"56,165","10,357",17313
17314,"57,191","5,540",17314
17315,"53,298","22,525",17315
17316,"61,700","7,384",17316
17317,"53,327",579,17317
17318,"51,784",283,17318
17319,"63,606","9,431",17319
17320,"66,544","6,911",17320
17321,"72,863","1,999",17321
17322,"64,588","5,621",17322
17324,"63,253","4,349",17324
17325,"52,663","25,594",17325
17327,"65,649","7,276",17327
17329,"74,272","2,178",17329
17331,"57,721","43,816",17331
17339,"72,033","5,975",17339
17340,"60,068","9,668",17340
17343,"57,194",199,17343
17344,"45,615","3,206",17344
17345,"56,107","6,689",17345
17347,"60,095","4,431",17347
17349,"72,825","6,740",17349
17350,"52,004","11,636",17350
17352,"74,352","1,126",17352
17353,"57,399","2,948",17353
17355,"72,647",287,17355
17356,"59,869","17,716",17356
17360,"64,942","4,860",17360
17361,"73,901","4,798",17361
17362,"62,680","12,245",17362
17363,"78,497","8,506",17363
17364,"63,972","3,766",17364
17365,"59,138","2,460",17365
17366,"61,424","4,994",17366
17368,"56,820","7,045",17368
17370,"55,962","5,149",17370
17371,"58,552",220,17371
17372,"60,741","3,683",17372
17401,"24,338","16,244",17401
17402,"62,202","29,908",17402
17403,"50,028","36,765",17403
17404,"56,420","28,828",17404
17406,"58,897","18,953",17406
17407,"68,854","1,542",17407
17408,"59,556","19,185",17408
17501,"52,362","4,436",17501
17502,"65,811","2,405",17502
17505,"54,441","1,550",17505
17507,"58,847",62,17507
17508,"56,542",422,17508
17509,"55,424","4,491",17509
17512,"46,508","17,333",17512
17516,"63,606","4,458",17516
17517,"60,057","13,770",17517
17518,"53,778","1,151",17518
17519,"58,597","5,665",17519
17520,"61,818","4,630",17520
17522,"53,627","29,287",17522
17527,"56,896","5,448",17527
17529,"52,398","4,069",17529
17532,"56,939","3,219",17532
17535,"55,904","2,061",17535
17536,"58,655","2,496",17536
17538,"73,422","6,252",17538
17540,"58,329","9,184",17540
17543,"67,003","36,646",17543
17545,"59,062","19,092",17545
17547,"53,751","5,666",17547
17550,"63,292",518,17550
17551,"51,496","9,572",17551
17552,"58,269","14,316",17552
17554,"64,300","5,457",17554
17555,"62,413","6,941",17555
17557,"52,933","12,822",17557
17560,"52,002","4,867",17560
17562,"53,239","4,113",17562
17563,"54,183","3,471",17563
17565,"58,090","2,496",17565
17566,"56,941","10,741",17566
17569,"61,338","5,020",17569
17570,"65,226",283,17570
17572,"53,012","3,671",17572
17576,"50,952",119,17576
17578,"58,290","7,331",17578
17579,"62,413","5,767",17579
17581,"58,887",976,17581
17582,"60,368","2,062",17582
17584,"61,743","8,418",17584
17601,"64,888","45,502",17601
17602,"40,530","46,699",17602
17603,"48,290","57,612",17603
17606,"68,431",781,17606
17701,"31,841","43,497",17701
17702,"48,321","10,984",17702
17721,"42,798","1,531",17721
17723,"42,120",40,17723
17724,"36,185","5,115",17724
17727,"42,465",102,17727
17728,"51,402","5,257",17728
17729,"29,454",223,17729
17730,"42,124",230,17730
17731,"36,004",222,17731
17737,"48,390","6,018",17737
17739,"42,120",55,17739
17740,"46,943","13,027",17740
17742,"50,982",50,17742
17744,"45,920","3,463",17744
17745,"34,091","18,003",17745
17747,"47,249","2,759",17747
17748,"40,349",256,17748
17749,"42,124",282,17749
17750,"45,551",205,17750
17751,"44,355","6,651",17751
17752,"45,893","5,517",17752
17754,"50,699","12,088",17754
17756,"45,536","11,991",17756
17758,"39,341","1,069",17758
17760,"26,151",713,17760
17762,"48,461",536,17762
17763,"36,106",302,17763
17764,"26,151","2,510",17764
17765,"37,954","1,145",17765
17767,"45,551",65,17767
17768,"35,991",343,17768
17771,"47,020","3,449",17771
17772,"50,192","2,330",17772
17774,"49,137","1,307",17774
17776,"40,190",405,17776
17777,"43,188","6,783",17777
17778,"26,151",179,17778
17779,"42,798",241,17779
17801,"35,476","17,147",17801
17810,"33,254","3,673",17810
17812,"45,033","1,414",17812
17813,"43,662","1,876",17813
17814,"42,903","4,840",17814
17815,"43,837","27,695",17815
17820,"48,530","5,511",17820
17821,"49,007","18,255",17821
17822,"51,550",77,17822
17823,"43,796","1,152",17823
17824,"54,703","3,588",17824
17827,"45,897",683,17827
17829,"43,835",211,17829
17830,"45,976","2,024",17830
17832,"40,303",741,17832
17834,"34,848","3,512",17834
17835,"43,835",155,17835
17836,"45,976",163,17836
17837,"38,724","14,095",17837
17840,"40,303",334,17840
17841,"44,664","4,740",17841
17842,"42,804","8,365",17842
17844,"44,482","9,481",17844
17845,"44,000","2,327",17845
17846,"43,749","3,752",17846
17847,"40,997","11,895",17847
17850,"41,993",512,17850
17851,"33,514","8,191",17851
17853,"44,560","2,922",17853
17855,"50,833",936,17855
17856,"45,282","3,326",17856
17857,"45,155","7,440",17857
17859,"46,864","3,194",17859
17860,"54,065","1,875",17860
17861,"38,342",112,17861
17862,"38,342",469,17862
17864,"45,894","2,312",17864
17865,"41,993",58,17865
17866,"30,460","10,628",17866
17867,"45,976",147,17867
17868,"55,052",981,17868
17870,"44,019","13,901",17870
17872,"30,750","10,423",17872
17876,"52,263","1,518",17876
17878,"45,346","1,359",17878
17880,"43,835",56,17880
17881,"35,510","1,616",17881
17884,"43,843",267,17884
17885,"43,835",116,17885
17886,"39,861",592,17886
17887,"15,197",350,17887
17888,"50,728",382,17888
17889,"52,294","2,374",17889
17901,"39,292","26,494",17901
17920,"50,728",292,17920
17921,"41,098","6,656",17921
17922,"58,337","4,256",17922
17923,"42,844",467,17923
17925,"44,241",372,17925
17929,"53,977","1,610",17929
17930,"35,553",435,17930
17931,"41,333","8,718",17931
17933,"56,396",71,17933
17934,"43,734",523,17934
17935,"45,423","1,990",17935
17936,"45,423",776,17936
17938,"52,549","2,509",17938
17941,"51,222",804,17941
17943,"45,423",202,17943
17944,"48,034",211,17944
17945,"49,284",158,17945
17946,"43,734",383,17946
17948,"29,826","5,680",17948
17949,"43,734",300,17949
17951,"48,034",364,17951
17952,"44,241",301,17952
17953,"35,553",526,17953
17954,"35,628","4,674",17954
17957,"49,286",266,17957
17959,"35,553","1,500",17959
17960,"53,247","3,273",17960
17961,"53,262","6,781",17961
17963,"50,995","8,898",17963
17964,"52,176",748,17964
17965,"41,990","2,192",17965
17967,"49,237","2,499",17967
17968,"52,561",312,17968
17970,"33,390","3,531",17970
17972,"50,388","11,050",17972
17974,"48,034",305,17974
17976,"31,907","7,633",17976
17978,"52,561",271,17978
17979,"56,396",192,17979
17980,"50,089","3,168",17980
17981,"43,086","2,782",17981
17982,"44,241",415,17982
17983,"52,561","1,527",17983
17985,"49,416","1,158",17985
18011,"71,960","4,511",18011
18013,"57,029","16,612",18013
18014,"62,497","11,326",18014
18015,"44,997","30,612",18015
18017,"64,939","35,455",18017
18018,"46,494","30,915",18018
18020,"74,018","18,698",18020
18030,"58,829",556,18030
18031,"71,879","3,426",18031
18032,"54,271","9,367",18032
18034,"94,037","6,118",18034
18035,"65,686",247,18035
18036,"78,422","12,170",18036
18037,"65,547","6,970",18037
18038,"67,619","2,628",18038
18040,"82,245","9,278",18040
18041,"65,964","5,597",18041
18042,"47,063","39,390",18042
18045,"69,974","21,248",18045
18046,"74,009",40,18046
18049,"64,041","17,350",18049
18051,"73,345","3,162",18051
18052,"53,023","25,122",18052
18053,"73,316","2,211",18053
18054,"73,397","4,180",18054
18055,"65,440","10,507",18055
18056,"67,273",910,18056
18058,"60,188","8,119",18058
18059,"76,403","1,262",18059
18062,"72,199","14,332",18062
18063,"62,449",524,18063
18064,"74,782","21,362",18064
18066,"76,739","5,187",18066
18067,"59,483","15,556",18067
18068,"64,375",41,18068
18069,"83,870","6,649",18069
18070,"73,634",708,18070
18071,"50,700","10,008",18071
18072,"57,270","6,411",18072
18073,"69,639","6,962",18073
18074,"77,287","5,689",18074
18076,"58,018","2,320",18076
18077,"70,744","2,394",18077
18078,"77,215","6,273",18078
18079,"67,411",392,18079
18080,"58,854","11,619",18080
18081,"72,639",368,18081
18083,"63,750",488,18083
18085,"63,750",923,18085
18086,"64,612",374,18086
18087,"101,162",789,18087
18088,"60,536","7,838",18088
18091,"59,884","5,688",18091
18092,"65,855","2,914",18092
18101,"20,527","3,872",18101
18102,"27,520","43,001",18102
18103,"52,682","42,641",18103
18104,"66,485","39,610",18104
18105,"37,326",61,18105
18106,"80,775","6,104",18106
18109,"40,802","17,013",18109
18201,"34,101","25,798",18201
18202,"38,378","9,670",18202
18210,"52,147","4,410",18210
18211,"51,022","1,230",18211
18212,"53,090",95,18212
18214,"44,495","2,171",18214
18216,"45,501","1,161",18216
18218,"30,777","2,294",18218
18219,"62,654","1,414",18219
18220,"46,404",367,18220
18221,"44,200",388,18221
18222,"56,366","7,170",18222
18223,"45,586",90,18223
18224,"37,636","5,982",18224
18225,"45,586",95,18225
18229,"48,165","7,084",18229
18230,"45,495",179,18230
18231,"46,404",509,18231
18232,"38,252","4,219",18232
18234,"45,586",461,18234
18235,"51,569","18,117",18235
18237,"37,440","3,261",18237
18239,"35,570",110,18239
18240,"39,257","3,878",18240
18241,"43,696",669,18241
18242,"49,237",247,18242
18244,"53,396",280,18244
18245,"46,404",756,18245
18246,"39,922",184,18246
18248,"49,237",617,18248
18249,"55,302","3,788",18249
18250,"37,944","2,979",18250
18251,"58,468",46,18251
18252,"36,786","11,219",18252
18254,"45,495",960,18254
18255,"45,332","4,444",18255
18256,"39,922",320,18256
18301,"53,097","23,175",18301
18302,"62,575","13,015",18302
18321,"56,541","1,504",18321
18322,"51,964","2,533",18322
18323,"48,932",248,18323
18324,"55,300","6,922",18324
18325,"51,033","2,143",18325
18326,"52,749","3,566",18326
18327,"41,888",726,18327
18328,"56,818","6,833",18328
18330,"56,374","7,491",18330
18331,"58,630",794,18331
18332,"56,050","2,264",18332
18333,"62,361",581,18333
18334,"47,090","2,912",18334
18335,"69,836",308,18335
18336,"49,000","3,958",18336
18337,"65,580","11,357",18337
18340,"47,188",220,18340
18342,"48,932",464,18342
18343,"58,681","3,563",18343
18344,"48,533","3,312",18344
18346,"48,190","2,035",18346
18347,"45,684","2,950",18347
18349,"55,667",125,18349
18350,"50,482","1,563",18350
18351,"61,037",573,18351
18352,"61,267","1,004",18352
18353,"63,989","11,360",18353
18354,"60,118",804,18354
18355,"55,129","1,178",18355
18356,"41,888",156,18356
18357,"48,932",125,18357
18360,"55,842","24,961",18360
18370,"54,248",967,18370
18371,"57,080",152,18371
18372,"55,737","2,728",18372
18403,"49,556","6,703",18403
18405,"49,124","2,210",18405
18407,"37,689","14,688",18407
18411,"73,055","21,519",18411
18413,"43,809",191,18413
18414,"56,060","5,465",18414
18415,"47,060","1,225",18415
18417,"38,882","1,184",18417
18419,"48,890","4,738",18419
18420,"61,538",29,18420
18421,"39,473","4,668",18421
18424,"53,815","4,357",18424
18425,"44,080","1,099",18425
18426,"53,799","3,744",18426
18427,"48,551",130,18427
18428,"50,258","9,776",18428
18430,"44,892",29,18430
18431,"41,905","12,770",18431
18433,"46,790","6,163",18433
18434,"42,548","4,197",18434
18435,"48,470",644,18435
18436,"51,029","11,782",18436
18437,"40,404",252,18437
18438,"46,282","1,034",18438
18439,"44,548",620,18439
18441,"43,809",323,18441
18443,"47,772",506,18443
18444,"57,644","12,760",18444
18445,"48,435","2,025",18445
18446,"44,689","3,550",18446
18447,"47,478","10,247",18447
18451,"59,573",498,18451
18452,"38,153","5,433",18452
18453,"46,917","1,102",18453
18454,"46,779",79,18454
18455,"46,779",90,18455
18456,"47,911",413,18456
18457,"50,486",74,18457
18458,"56,411","2,504",18458
18459,"46,613",62,18459
18460,"48,615",166,18460
18461,"40,503",434,18461
18462,"46,779",470,18462
18463,"48,159",170,18463
18464,"57,068","1,052",18464
18465,"45,039","1,313",18465
18466,"55,315","12,205",18466
18469,"47,772",374,18469
18470,"44,601","2,193",18470
18471,"113,291",586,18471
18472,"46,794","5,415",18472
18473,"44,513",502,18473
18503,"19,976","1,164",18503
18504,"38,771","21,772",18504
18505,"34,702","20,092",18505
18507,"57,807","5,006",18507
18508,"37,509","11,897",18508
18509,"44,254","14,049",18509
18510,"32,970","13,828",18510
18512,"42,273","12,674",18512
18517,"36,903","5,534",18517
18518,"49,875","8,751",18518
18519,"44,180","5,116",18519
18602,"55,353",284,18602
18603,"38,173","19,554",18603
18610,"48,196","3,577",18610
18612,"55,570","16,004",18612
18614,"36,713","2,408",18614
18615,"49,665","2,031",18615
18616,"35,993",771,18616
18617,"39,361","1,981",18617
18618,"54,527","3,843",18618
18619,"35,991",255,18619
18621,"51,688","6,096",18621
18622,"50,615",255,18622
18623,"43,956","2,687",18623
18624,"42,500",405,18624
18625,"49,321",420,18625
18626,"36,653",436,18626
18628,"36,691",217,18628
18629,"47,467","1,821",18629
18630,"42,793","3,178",18630
18631,"54,875","1,234",18631
18632,"36,691",435,18632
18634,"37,064","14,038",18634
18635,"45,513","3,801",18635
18636,"47,884","1,489",18636
18640,"43,426","17,619",18640
18641,"46,626","6,720",18641
18642,"45,115","4,138",18642
18643,"47,981","13,655",18643
18644,"50,054","7,951",18644
18651,"34,015","9,907",18651
18653,"62,891",92,18653
18655,"49,890","6,515",18655
18656,"51,760","2,210",18656
18657,"49,050","12,003",18657
18660,"50,715","3,606",18660
18661,"44,827","5,431",18661
18701,"15,888","3,665",18701
18702,"36,367","42,249",18702
18704,"42,132","32,622",18704
18705,"40,668","15,390",18705
18706,"38,319","17,005",18706
18707,"74,885","13,961",18707
18708,"64,337","8,935",18708
18709,"31,600","3,004",18709
18801,"43,679","8,193",18801
18810,"36,199","6,014",18810
18812,"50,800","1,696",18812
18814,"43,008",182,18814
18816,"43,705",109,18816
18817,"46,200",312,18817
18818,"48,484","1,400",18818
18821,"41,833","1,143",18821
18822,"45,313","3,433",18822
18823,"47,361",217,18823
18824,"43,728","1,353",18824
18825,"44,892",176,18825
18826,"44,868","1,748",18826
18828,"40,519",297,18828
18829,"40,399",850,18829
18830,"48,016",781,18830
18831,"45,577","1,089",18831
18832,"44,818","1,905",18832
18833,"44,916","2,002",18833
18834,"47,326","3,444",18834
18837,"41,255","3,195",18837
18840,"38,240","10,950",18840
18842,"44,892",248,18842
18843,"42,031",275,18843
18844,"43,767","1,759",18844
18845,"40,399",312,18845
18846,"45,798",838,18846
18847,"39,730","6,135",18847
18848,"39,841","8,999",18848
18850,"44,351","2,297",18850
18851,"40,399",737,18851
18853,"43,773","4,164",18853
18854,"40,642","1,525",18854
18901,"86,270","27,639",18901
18902,"120,798","18,989",18902
18912,"106,217",59,18912
18913,"120,124",237,18913
18914,"97,926","17,997",18914
18915,"83,050",882,18915
18917,"52,750","2,090",18917
18920,"69,554",386,18920
18923,"87,322",392,18923
18925,"88,124","2,970",18925
18929,"117,127","8,013",18929
18930,"71,698","2,787",18930
18932,"84,699",476,18932
18935,"69,679",144,18935
18936,"77,772",14,18936
18938,"105,624","12,655",18938
18940,"114,904","27,429",18940
18942,"74,850","3,472",18942
18944,"79,617","21,492",18944
18947,"91,495","6,290",18947
18950,"69,554",220,18950
18951,"67,523","30,137",18951
18954,"115,157","10,296",18954
18955,"61,532","1,671",18955
18960,"63,886","11,245",18960
18962,"94,710",562,18962
18964,"60,861","12,472",18964
18966,"89,105","38,318",18966
18969,"74,437","14,639",18969
18970,"69,679",758,18970
18972,"65,980","3,710",18972
18974,"67,726","37,496",18974
18976,"88,593","15,923",18976
18977,"155,608","3,754",18977
18980,"101,071",564,18980
19001,"77,605","17,903",19001
19002,"98,154","30,141",19002
19003,"73,987","12,739",19003
19004,"116,558","9,430",19004
19006,"85,315","19,679",19006
19007,"47,517","21,756",19007
19008,"76,695","21,003",19008
19009,"82,232",944,19009
19010,"95,915","21,249",19010
19012,"84,167","6,674",19012
19013,"27,524","38,560",19013
19014,"75,311","20,813",19014
19015,"57,914","16,500",19015
19017,"72,829",296,19017
19018,"53,610","23,494",19018
19020,"61,503","53,558",19020
19021,"52,942","10,113",19021
19022,"46,577","4,010",19022
19023,"39,623","21,644",19023
19025,"123,324","5,524",19025
19026,"71,649","32,019",19026
19027,"82,799","19,805",19027
19029,"45,652","4,216",19029
19030,"59,771","12,058",19030
19031,"98,453","4,718",19031
19032,"52,876","6,975",19032
19033,"60,913","7,851",19033
19034,"106,374","6,224",19034
19035,"181,475","4,043",19035
19036,"53,971","13,737",19036
19038,"80,398","31,318",19038
19040,"70,377","20,529",19040
19041,"101,407","6,743",19041
19043,"61,937","2,664",19043
19044,"70,124","16,527",19044
19046,"75,341","18,032",19046
19047,"82,821","33,444",19047
19050,"56,020","28,525",19050
19053,"72,678","26,158",19053
19054,"63,029","17,614",19054
19055,"61,376","14,432",19055
19056,"65,150","16,277",19056
19057,"59,163","16,928",19057
19060,"102,471","7,906",19060
19061,"57,702","19,931",19061
19063,"84,210","36,516",19063
19064,"91,134","24,053",19064
19066,"142,956","5,851",19066
19067,"99,150","53,088",19067
19070,"61,112","7,180",19070
19072,"115,620","9,803",19072
19073,"101,218","16,993",19073
19074,"60,373","5,985",19074
19075,"89,053","7,237",19075
19076,"70,087","6,652",19076
19078,"60,016","11,417",19078
19079,"41,410","8,841",19079
19081,"94,198","10,207",19081
19082,"44,276","38,361",19082
19083,"85,255","36,266",19083
19085,"139,178","9,238",19085
19086,"101,027","11,311",19086
19087,"88,675","28,582",19087
19090,"67,689","19,475",19090
19094,"54,335","4,497",19094
19095,"77,092","6,518",19095
19096,"103,988","13,380",19096
19102,"60,193","4,397",19102
19103,"57,300","19,571",19103
19104,"22,376","50,380",19104
19106,"82,886","8,372",19106
19107,"41,800","12,578",19107
19111,"46,238","58,800",19111
19113,"32,244",136,19113
19114,"55,287","31,310",19114
19115,"54,682","32,457",19115
19116,"44,477","26,418",19116
19118,"83,490","9,592",19118
19119,"55,275","29,026",19119
19120,"32,923","68,584",19120
19121,"16,115","34,777",19121
19122,"18,175","19,653",19122
19123,"37,929","9,813",19123
19124,"29,285","62,905",19124
19125,"41,365","23,527",19125
19126,"40,869","16,485",19126
19127,"55,769","5,462",19127
19128,"57,733","36,131",19128
19129,"50,123","12,026",19129
19130,"57,296","23,083",19130
19131,"32,774","47,090",19131
19132,"21,960","41,425",19132
19133,"13,764","27,804",19133
19134,"23,408","57,919",19134
19135,"37,238","31,188",19135
19136,"37,036","33,764",19136
19137,"40,847","7,997",19137
19138,"35,498","34,576",19138
19139,"25,579","43,706",19139
19140,"22,411","57,613",19140
19141,"29,678","35,296",19141
19142,"31,574","29,239",19142
19143,"31,088","70,634",19143
19144,"30,786","45,177",19144
19145,"34,999","45,646",19145
19146,"36,727","36,066",19146
19147,"47,534","32,506",19147
19148,"36,794","48,495",19148
19149,"40,010","48,490",19149
19150,"45,898","25,440",19150
19151,"44,268","31,300",19151
19152,"45,095","31,287",19152
19153,"42,266","11,057",19153
19154,"55,681","35,205",19154
19301,"99,899","6,439",19301
19310,"66,037","2,889",19310
19311,"90,214","5,677",19311
19312,"130,870","11,372",19312
19316,"80,512",222,19316
19317,"104,075","7,967",19317
19319,"112,146",872,19319
19320,"66,973","42,161",19320
19330,"74,485","4,599",19330
19333,"105,130","6,767",19333
19335,"95,344","41,139",19335
19341,"89,035","14,299",19341
19342,"99,375","13,738",19342
19343,"115,140","7,619",19343
19344,"74,605","10,085",19344
19345,"93,849",581,19345
19348,"93,443","18,801",19348
19350,"130,190","9,837",19350
19352,"103,183","7,609",19352
19355,"103,406","22,831",19355
19358,"43,750",599,19358
19362,"60,127","5,300",19362
19363,"70,024","13,306",19363
19365,"67,678","6,492",19365
19367,"77,551",162,19367
19372,"74,162","1,274",19372
19373,"113,265","3,587",19373
19374,"94,332","1,119",19374
19375,"131,536",97,19375
19380,"86,098","46,403",19380
19382,"100,578","47,784",19382
19390,"78,593","9,887",19390
19401,"48,473","37,693",19401
19403,"74,361","41,062",19403
19405,"42,494","5,038",19405
19406,"80,178","21,950",19406
19422,"103,683","17,996",19422
19425,"124,639","7,913",19425
19426,"104,778","30,036",19426
19428,"70,969","16,565",19428
